transformer_id,region,zone_type,lat,lon,supply_kwh,meter_sum_kwh,loss_percent,risk_score,status,is_anomaly
TX-1018,Bathinda,Thermal/Industrial,30.21401,74.89828,169.09,151.16,10.6,21.2,SAFE,0
TX-1019,Mullanpur,Rural/Agricultural,30.79536,76.62128,69.66,57.31,17.73,35.5,WARNING,0
TX-1020,Ludhiana,Industrial/Urban,30.92034,75.90636,295.86,269.58,8.88,17.8,SAFE,0
TX-1021,Jalandhar,Mixed Urban,31.3617,75.59462,162.96,139.75,14.24,28.5,SAFE,0
TX-1022,Patiala,Residential/Institutional,30.34207,76.33926,72.39,55.67,23.1,79.9,CRITICAL,1
TX-1023,Jalandhar,Mixed Urban,31.29495,75.53876,139.19,119.77,13.95,27.9,SAFE,0
TX-1024,Amritsar,Commercial/Old City,31.66373,74.84924,283.56,254.62,10.2,20.4,SAFE,0
TX-1025,Mullanpur,Rural/Agricultural,30.73139,76.66631,322.16,267.9,16.84,33.7,WARNING,0
TX-1026,Mullanpur,Rural/Agricultural,30.79458,76.61851,45.67,38.06,16.65,33.3,WARNING,0
TX-1027,Bathinda,Thermal/Industrial,30.19887,74.99094,45.96,42.54,7.44,14.9,SAFE,0
TX-1028,Patiala,Residential/Institutional,30.35548,76.35672,46.15,30.86,33.14,71.8,CRITICAL,1
TX-1029,Mullanpur,Rural/Agricultural,30.78149,76.59826,69.77,56.59,18.89,37.8,WARNING,0
TX-1030,Mullanpur,Rural/Agricultural,30.78264,76.63387,77.93,48.4,37.9,94.7,CRITICAL,1
TX-1031,Patiala,Residential/Institutional,30.3166,76.41805,83.26,76.27,8.4,16.8,SAFE,0
TX-1032,Ludhiana,Industrial/Urban,30.92764,75.87309,70.37,63.65,9.56,19.1,SAFE,0
TX-1033,Amritsar,Commercial/Old City,31.65938,74.8845,291.61,255.59,12.35,24.7,SAFE,0
TX-1034,Amritsar,Commercial/Old City,31.61998,74.86288,124.47,106.2,14.68,29.4,SAFE,0
TX-1035,Patiala,Residential/Institutional,30.33224,76.40837,232.42,213.25,8.25,16.5,SAFE,0
TX-1036,Ludhiana,Industrial/Urban,30.9476,75.82036,276.65,250.62,9.41,18.8,SAFE,0
TX-1037,Bathinda,Thermal/Industrial,30.18112,74.90351,82.92,73.31,11.58,23.2,SAFE,0
TX-1038,Jalandhar,Mixed Urban,31.35315,75.61771,134.33,98.39,26.75,94.5,CRITICAL,1
TX-1039,Amritsar,Commercial/Old City,31.66391,74.87315,304.71,274.66,9.86,19.7,SAFE,0
TX-1040,Ludhiana,Industrial/Urban,30.86657,75.82987,142.19,88.79,37.55,95.4,CRITICAL,1
TX-1041,Bathinda,Thermal/Industrial,30.16348,74.97902,67.5,61.55,8.81,17.6,SAFE,0
TX-1042,Patiala,Residential/Institutional,30.38242,76.33781,171.22,154.19,9.95,19.9,SAFE,0
TX-1043,Patiala,Residential/Institutional,30.33579,76.3976,87.06,79.32,8.89,17.8,SAFE,0
TX-1044,Mullanpur,Rural/Agricultural,30.77058,76.60191,155.01,127.36,17.83,35.7,WARNING,0
TX-1045,Patiala,Residential/Institutional,30.32321,76.38908,261.71,243.73,6.87,13.7,SAFE,0
TX-1046,Patiala,Residential/Institutional,30.3452,76.33706,346.26,315.78,8.8,17.6,SAFE,0
TX-1047,Ludhiana,Industrial/Urban,30.89134,75.87495,269.59,243.6,9.64,19.3,SAFE,0
TX-1048,Bathinda,Thermal/Industrial,30.19511,74.97025,112.38,97.73,13.03,26.1,SAFE,0
TX-1049,Bathinda,Thermal/Industrial,30.25848,74.97806,258.65,230.2,11.0,22.0,SAFE,0
TX-1050,Ludhiana,Industrial/Urban,30.91721,75.89856,58.77,53.68,8.67,17.3,SAFE,0
TX-1051,Patiala,Residential/Institutional,30.3617,76.3656,51.22,46.78,8.66,17.3,SAFE,0
TX-1052,Patiala,Residential/Institutional,30.37524,76.4118,340.36,300.54,11.7,23.4,SAFE,0
TX-1053,Patiala,Residential/Institutional,30.34796,76.39025,54.32,48.84,10.08,20.2,SAFE,0
TX-1054,Amritsar,Commercial/Old City,31.59567,74.83521,84.79,76.5,9.77,19.5,SAFE,0
TX-1055,Patiala,Residential/Institutional,30.36621,76.36168,77.53,69.0,11.01,22.0,SAFE,0
TX-1056,Ludhiana,Industrial/Urban,30.88813,75.85747,131.56,118.1,10.24,20.5,SAFE,0
TX-1057,Patiala,Residential/Institutional,30.34388,76.41874,260.59,237.27,8.95,17.9,SAFE,0
TX-1058,Amritsar,Commercial/Old City,31.65395,74.8635,294.31,165.4,43.8,71.9,CRITICAL,1
TX-1059,Ludhiana,Industrial/Urban,30.94169,75.86604,43.49,40.24,7.47,14.9,SAFE,0
TX-1060,Patiala,Residential/Institutional,30.33926,76.42637,143.84,127.43,11.41,22.8,SAFE,0
TX-1061,Mullanpur,Rural/Agricultural,30.78967,76.6792,124.67,105.15,15.66,31.3,WARNING,0
TX-1062,Amritsar,Commercial/Old City,31.60794,74.8641,60.79,52.74,13.24,26.5,SAFE,0
TX-1063,Ludhiana,Industrial/Urban,30.90823,75.85149,68.42,62.95,7.99,16.0,SAFE,0
TX-1064,Jalandhar,Mixed Urban,31.3092,75.60064,81.37,71.44,12.2,24.4,SAFE,0
TX-1065,Jalandhar,Mixed Urban,31.30063,75.53253,148.57,131.63,11.4,22.8,SAFE,0
TX-1066,Mullanpur,Rural/Agricultural,30.77663,76.64606,84.02,73.0,13.11,26.2,SAFE,0
TX-1067,Bathinda,Thermal/Industrial,30.23041,74.89711,131.03,119.7,8.65,17.3,SAFE,0
TX-1068,Amritsar,Commercial/Old City,31.66301,74.84408,130.15,115.0,11.63,23.3,SAFE,0
TX-1069,Amritsar,Commercial/Old City,31.65019,74.85785,68.24,62.33,8.66,17.3,SAFE,0
TX-1070,Jalandhar,Mixed Urban,31.29872,75.56684,82.17,53.79,34.54,88.5,CRITICAL,1
TX-1071,Bathinda,Thermal/Industrial,30.17085,74.91871,62.98,58.34,7.38,14.8,SAFE,0
TX-1072,Mullanpur,Rural/Agricultural,30.73003,76.63708,141.99,115.35,18.76,37.5,WARNING,0
TX-1073,Patiala,Residential/Institutional,30.36437,76.34042,235.48,218.33,7.28,14.6,SAFE,0
TX-1074,Ludhiana,Industrial/Urban,30.93678,75.85471,252.62,177.02,29.93,74.5,CRITICAL,1
TX-1075,Jalandhar,Mixed Urban,31.34688,75.54399,40.08,29.69,25.93,73.2,CRITICAL,1
TX-1076,Jalandhar,Mixed Urban,31.33993,75.61155,87.83,80.38,8.48,17.0,SAFE,0
TX-1077,Patiala,Residential/Institutional,30.33059,76.36564,72.59,66.9,7.83,15.7,SAFE,0
TX-1078,Jalandhar,Mixed Urban,31.32096,75.60989,170.57,156.22,8.41,16.8,SAFE,0
TX-1079,Ludhiana,Industrial/Urban,30.86697,75.82371,174.24,157.45,9.64,19.3,SAFE,0
TX-1080,Jalandhar,Mixed Urban,31.29923,75.61433,65.19,56.56,13.24,26.5,SAFE,0
TX-1081,Mullanpur,Rural/Agricultural,30.78144,76.67398,79.58,64.12,19.43,38.9,WARNING,0
TX-1082,Amritsar,Commercial/Old City,31.59783,74.86491,45.42,39.41,13.24,26.5,SAFE,0
TX-1083,Amritsar,Commercial/Old City,31.66183,74.91642,83.22,71.68,13.87,27.7,SAFE,0
TX-1084,Mullanpur,Rural/Agricultural,30.7336,76.60396,44.7,36.1,19.25,38.5,WARNING,0
TX-1085,Bathinda,Thermal/Industrial,30.1708,74.94818,46.97,42.43,9.67,19.3,SAFE,0
TX-1086,Bathinda,Thermal/Industrial,30.20433,74.97547,173.31,154.29,10.97,21.9,SAFE,0
TX-1087,Amritsar,Commercial/Old City,31.6614,74.82751,48.72,42.97,11.81,23.6,SAFE,0
TX-1088,Ludhiana,Industrial/Urban,30.87456,75.90055,47.33,42.03,11.2,22.4,SAFE,0
TX-1089,Amritsar,Commercial/Old City,31.68152,74.91888,63.49,55.96,11.86,23.7,SAFE,0
TX-1090,Jalandhar,Mixed Urban,31.37222,75.55519,58.85,50.63,13.97,27.9,SAFE,0
TX-1091,Mullanpur,Rural/Agricultural,30.75743,76.63233,75.81,61.19,19.29,38.6,WARNING,0
TX-1092,Bathinda,Thermal/Industrial,30.22014,74.96742,58.73,43.2,26.45,81.7,CRITICAL,1
TX-1093,Jalandhar,Mixed Urban,31.32675,75.56633,253.03,144.49,42.89,91.9,CRITICAL,1
TX-1094,Ludhiana,Industrial/Urban,30.86172,75.85812,259.22,164.4,36.58,72.0,CRITICAL,1
TX-1095,Mullanpur,Rural/Agricultural,30.80838,76.67476,73.04,61.68,15.55,31.1,WARNING,0
TX-1096,Amritsar,Commercial/Old City,31.61464,74.83753,45.42,39.73,12.53,25.1,SAFE,0
TX-1097,Mullanpur,Rural/Agricultural,30.75396,76.62179,248.68,203.93,18.0,36.0,WARNING,0
TX-1098,Jalandhar,Mixed Urban,31.27898,75.52718,66.29,56.93,14.13,28.3,SAFE,0
TX-1099,Patiala,Residential/Institutional,30.38347,76.34753,38.29,34.58,9.69,19.4,SAFE,0
TX-1100,Patiala,Residential/Institutional,30.3375,76.42039,71.74,63.17,11.94,23.9,SAFE,0
TX-1101,Amritsar,Commercial/Old City,31.66415,74.87524,39.91,36.42,8.75,17.5,SAFE,0
TX-1102,Patiala,Residential/Institutional,30.31605,76.34213,40.81,37.07,9.15,18.3,SAFE,0
TX-1103,Mullanpur,Rural/Agricultural,30.76271,76.69109,171.33,144.83,15.47,30.9,WARNING,0
TX-1104,Jalandhar,Mixed Urban,31.31394,75.61728,236.66,204.4,13.63,27.3,SAFE,0
TX-1105,Patiala,Residential/Institutional,30.31083,76.39349,294.33,267.29,9.18,18.4,SAFE,0
TX-1106,Ludhiana,Industrial/Urban,30.92081,75.87111,76.93,71.52,7.03,14.1,SAFE,0
TX-1107,Patiala,Residential/Institutional,30.33437,76.34183,322.09,294.02,8.72,17.4,SAFE,0
TX-1108,Amritsar,Commercial/Old City,31.6433,74.87607,230.01,199.05,13.46,26.9,SAFE,0
TX-1109,Mullanpur,Rural/Agricultural,30.7358,76.66439,113.29,95.07,16.08,32.2,WARNING,0
TX-1110,Jalandhar,Mixed Urban,31.27671,75.60814,306.08,275.77,9.9,19.8,SAFE,0
TX-1111,Mullanpur,Rural/Agricultural,30.8167,76.64643,54.81,31.78,42.03,81.8,CRITICAL,1
TX-1112,Mullanpur,Rural/Agricultural,30.81138,76.67834,142.13,118.1,16.91,33.8,WARNING,0
TX-1113,Mullanpur,Rural/Agricultural,30.78536,76.67828,279.81,228.38,18.38,36.8,WARNING,0
TX-1114,Mullanpur,Rural/Agricultural,30.73435,76.66053,73.17,43.02,41.2,93.6,CRITICAL,1
TX-1115,Bathinda,Thermal/Industrial,30.20394,74.94257,271.23,237.29,12.51,25.0,SAFE,0
TX-1116,Ludhiana,Industrial/Urban,30.87499,75.81564,84.68,77.09,8.96,17.9,SAFE,0
TX-1117,Amritsar,Commercial/Old City,31.61856,74.88445,154.33,137.51,10.9,21.8,SAFE,0
TX-1118,Patiala,Residential/Institutional,30.32486,76.37458,165.5,147.14,11.09,22.2,SAFE,0
TX-1119,Bathinda,Thermal/Industrial,30.18605,74.97609,150.83,139.61,7.44,14.9,SAFE,0
TX-1120,Ludhiana,Industrial/Urban,30.94125,75.81463,319.7,283.54,11.31,22.6,SAFE,0
TX-1121,Patiala,Residential/Institutional,30.36907,76.39728,36.82,32.88,10.71,21.4,SAFE,0
TX-1122,Jalandhar,Mixed Urban,31.27694,75.60708,298.98,266.4,10.9,21.8,SAFE,0
TX-1123,Jalandhar,Mixed Urban,31.3677,75.62588,292.82,254.48,13.1,26.2,SAFE,0
TX-1124,Ludhiana,Industrial/Urban,30.90158,75.8091,85.84,76.62,10.74,21.5,SAFE,0
TX-1125,Ludhiana,Industrial/Urban,30.93053,75.82085,168.21,147.95,12.04,24.1,SAFE,0
TX-1126,Ludhiana,Industrial/Urban,30.90004,75.81927,44.46,40.62,8.63,17.3,SAFE,0
TX-1127,Ludhiana,Industrial/Urban,30.94533,75.85932,279.88,254.9,8.93,17.9,SAFE,0
TX-1128,Patiala,Residential/Institutional,30.32861,76.36113,61.85,55.97,9.51,19.0,SAFE,0
TX-1129,Jalandhar,Mixed Urban,31.3733,75.54835,38.96,34.23,12.14,24.3,SAFE,0
TX-1130,Ludhiana,Industrial/Urban,30.90811,75.8082,321.93,292.49,9.15,18.3,SAFE,0
TX-1131,Jalandhar,Mixed Urban,31.27929,75.58521,151.59,138.62,8.56,17.1,SAFE,0
TX-1132,Jalandhar,Mixed Urban,31.3242,75.6018,37.84,33.36,11.85,23.7,SAFE,0
TX-1133,Mullanpur,Rural/Agricultural,30.80494,76.65872,168.94,144.77,14.31,28.6,SAFE,0
TX-1134,Jalandhar,Mixed Urban,31.37562,75.54532,116.29,105.13,9.59,19.2,SAFE,0
TX-1135,Bathinda,Thermal/Industrial,30.20259,74.96753,118.73,108.84,8.33,16.7,SAFE,0
TX-1136,Bathinda,Thermal/Industrial,30.25181,74.97594,35.5,32.65,8.04,16.1,SAFE,0
TX-1137,Bathinda,Thermal/Industrial,30.17325,74.9489,298.74,262.07,12.28,24.6,SAFE,0
TX-1138,Mullanpur,Rural/Agricultural,30.74891,76.62575,160.15,104.51,34.74,84.8,CRITICAL,1
TX-1139,Mullanpur,Rural/Agricultural,30.79495,76.67999,55.12,45.18,18.03,36.1,WARNING,0
TX-1140,Patiala,Residential/Institutional,30.30306,76.41437,229.94,205.18,10.77,21.5,SAFE,0
TX-1141,Mullanpur,Rural/Agricultural,30.77167,76.60101,322.56,260.45,19.26,38.5,WARNING,0
TX-1142,Mullanpur,Rural/Agricultural,30.80315,76.65173,145.17,123.33,15.04,30.1,WARNING,0
TX-1143,Bathinda,Thermal/Industrial,30.23471,74.90251,76.14,67.06,11.92,23.8,SAFE,0
TX-1144,Patiala,Residential/Institutional,30.35222,76.3501,64.4,58.06,9.84,19.7,SAFE,0
TX-1145,Jalandhar,Mixed Urban,31.31063,75.60697,59.1,50.56,14.45,28.9,SAFE,0
TX-1146,Amritsar,Commercial/Old City,31.60505,74.87244,55.07,49.26,10.55,21.1,SAFE,0
TX-1147,Jalandhar,Mixed Urban,31.29881,75.61842,123.25,111.35,9.66,19.3,SAFE,0
TX-1148,Patiala,Residential/Institutional,30.30111,76.41264,38.84,34.87,10.22,20.4,SAFE,0
TX-1149,Ludhiana,Industrial/Urban,30.87346,75.85385,86.31,80.37,6.88,13.8,SAFE,0
TX-1150,Amritsar,Commercial/Old City,31.59227,74.91381,123.75,109.96,11.14,22.3,SAFE,0
TX-1151,Jalandhar,Mixed Urban,31.35547,75.57183,52.86,45.7,13.55,27.1,SAFE,0
TX-1152,Ludhiana,Industrial/Urban,30.91217,75.86387,37.32,33.75,9.57,19.1,SAFE,0
TX-1153,Mullanpur,Rural/Agricultural,30.76497,76.64738,84.64,49.29,41.76,73.1,CRITICAL,1
TX-1154,Mullanpur,Rural/Agricultural,30.75542,76.64946,44.2,36.89,16.54,33.1,WARNING,0
TX-1155,Jalandhar,Mixed Urban,31.32334,75.58752,122.53,105.02,14.29,28.6,SAFE,0
TX-1156,Mullanpur,Rural/Agricultural,30.81166,76.60528,78.25,67.8,13.36,26.7,SAFE,0
TX-1157,Amritsar,Commercial/Old City,31.60091,74.85454,53.71,45.99,14.38,28.8,SAFE,0
TX-1158,Amritsar,Commercial/Old City,31.62349,74.8477,229.62,203.47,11.39,22.8,SAFE,0
TX-1159,Patiala,Residential/Institutional,30.32238,76.4186,56.01,51.97,7.22,14.4,SAFE,0
TX-1160,Patiala,Residential/Institutional,30.32842,76.38539,169.32,156.62,7.5,15.0,SAFE,0
TX-1161,Amritsar,Commercial/Old City,31.62702,74.9098,69.81,59.37,14.95,29.9,SAFE,0
TX-1162,Ludhiana,Industrial/Urban,30.90803,75.81266,168.38,149.25,11.36,22.7,SAFE,0
TX-1163,Ludhiana,Industrial/Urban,30.90549,75.83565,147.51,129.44,12.25,24.5,SAFE,0
TX-1164,Mullanpur,Rural/Agricultural,30.73171,76.64258,299.22,247.62,17.25,34.5,WARNING,0
TX-1165,Patiala,Residential/Institutional,30.32621,76.40084,304.69,276.88,9.13,18.3,SAFE,0
TX-1166,Ludhiana,Industrial/Urban,30.85506,75.89867,157.69,144.1,8.62,17.2,SAFE,0
TX-1167,Bathinda,Thermal/Industrial,30.25769,74.94816,257.79,227.77,11.65,23.3,SAFE,0
TX-1168,Mullanpur,Rural/Agricultural,30.78178,76.60529,345.46,288.6,16.46,32.9,WARNING,0
TX-1169,Ludhiana,Industrial/Urban,30.89127,75.82808,124.4,110.97,10.8,21.6,SAFE,0
TX-1170,Patiala,Residential/Institutional,30.29959,76.39452,334.29,220.88,33.93,79.9,CRITICAL,1
TX-1171,Amritsar,Commercial/Old City,31.66236,74.9145,307.74,262.7,14.64,29.3,SAFE,0
TX-1172,Jalandhar,Mixed Urban,31.35897,75.56118,45.61,40.62,10.96,21.9,SAFE,0
TX-1173,Mullanpur,Rural/Agricultural,30.78865,76.67103,133.08,111.48,16.23,32.5,WARNING,0
TX-1174,Bathinda,Thermal/Industrial,30.17784,74.97155,61.63,54.31,11.89,23.8,SAFE,0
TX-1175,Jalandhar,Mixed Urban,31.32138,75.58026,39.2,35.67,9.0,18.0,SAFE,0
TX-1176,Ludhiana,Industrial/Urban,30.90891,75.82621,312.84,288.01,7.94,15.9,SAFE,0
TX-1177,Mullanpur,Rural/Agricultural,30.78152,76.6054,122.47,104.55,14.63,29.3,SAFE,0
TX-1178,Ludhiana,Industrial/Urban,30.91939,75.85748,87.59,78.42,10.47,20.9,SAFE,0
TX-1179,Patiala,Residential/Institutional,30.31809,76.42639,130.32,116.08,10.92,21.8,SAFE,0
TX-1180,Bathinda,Thermal/Industrial,30.17932,74.95443,64.9,59.48,8.36,16.7,SAFE,0
TX-1181,Patiala,Residential/Institutional,30.29164,76.40586,36.6,32.79,10.42,20.8,SAFE,0
TX-1182,Mullanpur,Rural/Agricultural,30.77154,76.65181,154.86,114.53,26.04,86.7,CRITICAL,1
TX-1183,Amritsar,Commercial/Old City,31.62738,74.85788,51.91,45.67,12.03,24.1,SAFE,0
TX-1184,Jalandhar,Mixed Urban,31.30589,75.5455,315.41,276.03,12.49,25.0,SAFE,0
TX-1185,Amritsar,Commercial/Old City,31.64931,74.83715,42.69,38.2,10.51,21.0,SAFE,0
TX-1186,Amritsar,Commercial/Old City,31.65058,74.85092,123.74,106.64,13.81,27.6,SAFE,0
TX-1187,Ludhiana,Industrial/Urban,30.94067,75.82837,35.39,31.17,11.93,23.9,SAFE,0
TX-1188,Amritsar,Commercial/Old City,31.59151,74.83572,173.16,148.96,13.98,28.0,SAFE,0
TX-1189,Ludhiana,Industrial/Urban,30.8766,75.87238,124.49,113.31,8.98,18.0,SAFE,0
TX-1190,Mullanpur,Rural/Agricultural,30.7815,76.68043,130.61,73.01,44.1,79.0,CRITICAL,1
TX-1191,Mullanpur,Rural/Agricultural,30.76905,76.63003,36.09,23.52,34.82,94.3,CRITICAL,1
TX-1192,Jalandhar,Mixed Urban,31.34108,75.58762,41.15,37.04,10.01,20.0,SAFE,0
TX-1193,Ludhiana,Industrial/Urban,30.90926,75.87718,309.43,273.33,11.67,23.3,SAFE,0
TX-1194,Patiala,Residential/Institutional,30.29931,76.34232,44.14,40.02,9.32,18.6,SAFE,0
TX-1195,Ludhiana,Industrial/Urban,30.93877,75.88861,300.71,280.53,6.71,13.4,SAFE,0
TX-1196,Mullanpur,Rural/Agricultural,30.79044,76.61033,334.22,289.2,13.47,26.9,SAFE,0
TX-1197,Bathinda,Thermal/Industrial,30.24771,74.99077,146.74,134.84,8.11,16.2,SAFE,0
TX-1198,Bathinda,Thermal/Industrial,30.24024,74.91802,43.65,38.74,11.24,22.5,SAFE,0
TX-1199,Ludhiana,Industrial/Urban,30.86959,75.82974,35.73,32.18,9.96,19.9,SAFE,0
TX-1200,Mullanpur,Rural/Agricultural,30.75487,76.64823,51.15,43.27,15.4,30.8,WARNING,0
